Bus_ID,Operator,Route_ID,From_City,To_City,Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Distance_KM,Fare,Boarding_Point,Dropping_Point,Seats,Available_Seats,Amenities,Running_Days,Rating
BUS0132,Sunrise Coaches,R020,Trichy,Chennai,Sunrise Coaches Express,Luxury Sleeper,11:00,22:00,11h 0m,330,1021,Chathiram Bus Stand,Guindy,45,17,"Charging,Reading Light",Daily,4.5
BUS0133,Southern Express,R024,Bengaluru,Chennai,Southern Express Express,Volvo Multi Axle,11:15,14:15,3h 0m,345,882,Electronic City,Tambaram,45,14,"AC,Live Tracking",Daily,4.6
BUS0134,Sunrise Coaches,R005,Chennai,Erode,Sunrise Coaches Express,Luxury Sleeper,16:45,22:00,5h 15m,400,1167,Tambaram,Perundurai,36,29,"AC,WiFi,Charging",Weekdays,4.1
BUS0135,Sunrise Coaches,R003,Chennai,Trichy,Sunrise Coaches Express,BharatBenz Sleeper,21:15,00:45,3h 30m,330,946,Koyambedu,Srirangam,45,34,"GPS,USB Charging",Weekdays,3.9
BUS0136,Metro Connect,R001,Chennai,Madurai,Metro Connect Express,BharatBenz Sleeper,21:45,01:15,3h 30m,460,1313,Chengalpattu,Mattuthavani Bus Stand,36,3,"AC,Live Tracking",Weekdays,4.5
BUS0137,Southern Express,R021,Tirunelveli,Chennai,Southern Express Express,Luxury Sleeper,23:30,03:30,4h 0m,630,1588,New Bus Stand,Tambaram,40,3,"Luxury Seat,WiFi",Weekdays,4.8
BUS0138,SkyBus,R012,Chennai,Karaikudi,SkyBus Express,AC Sleeper,13:30,02:00,12h 30m,410,1148,Perungalathur,Bus Stand,45,16,"Luxury Seat,WiFi",Daily,4.5
BUS0139,GreenLine Travels,R011,Chennai,Dindigul,GreenLine Travels Express,Non AC Sleeper,22:30,01:45,3h 15m,420,1076,Guindy,Bus Stand,45,11,"AC,Blanket,Pillow",Weekends,4.5
BUS0140,Rainbow Coaches,R024,Bengaluru,Chennai,Rainbow Coaches Express,Non AC Sleeper,08:45,15:00,6h 15m,345,1059,Majestic,Vandalur,36,25,"Luxury Seat,WiFi",Daily,4.7
BUS0141,Star Line,R016,Chennai,Tirupati,Star Line Express,Volvo Multi Axle,00:30,04:15,3h 45m,150,712,Tambaram,Central Bus Stand,36,14,"WiFi,Charging,Water",Daily,4.4
BUS0142,Golden Route,R025,Tirupati,Chennai,Golden Route Express,Semi Sleeper,11:30,15:00,3h 30m,150,510,Central Bus Stand,Perungalathur,45,30,"AC,Blanket,Pillow",Daily,3.9
BUS0143,Metro Connect,R022,Nagercoil,Chennai,Metro Connect Express,Non AC Sleeper,15:15,23:45,8h 30m,705,1834,Vadasery Bus Stand,Perungalathur,45,14,"AC,Blanket,Pillow",Weekends,4.0
BUS0144,Smart Coach,R021,Tirunelveli,Chennai,Smart Coach Express,Non AC Seater,09:30,12:30,3h 0m,630,1563,New Bus Stand,Guindy,36,27,"Luxury Seat,WiFi",Weekends,4.7
BUS0145,Golden Route,R004,Chennai,Salem,Golden Route Express,AC Seater,08:15,17:45,9h 30m,345,940,Perungalathur,New Bus Stand,40,18,"AC,Live Tracking",Daily,4.8
BUS0146,Express King,R022,Nagercoil,Chennai,Express King Express,Volvo Multi Axle,17:15,05:00,11h 45m,705,1736,Vadasery Bus Stand,Vandalur,36,26,"AC,Live Tracking",Weekends,4.1
BUS0147,Smart Coach,R005,Chennai,Erode,Smart Coach Express,Volvo Multi Axle,11:30,14:30,3h 0m,400,1125,Guindy,Central Bus Stand,45,28,"WiFi,Charging,Water",Daily,4.5
BUS0148,Galaxy Bus,R007,Chennai,Tirunelveli,Galaxy Bus Express,Luxury Sleeper,13:45,00:30,10h 45m,630,1671,Chengalpattu,New Bus Stand,40,36,"GPS,USB Charging",Weekdays,4.1
BUS0149,Metro Connect,R018,Coimbatore,Chennai,Metro Connect Express,AC Sleeper,10:15,15:45,5h 30m,510,1445,Ukkadam,Vandalur,40,7,"Charging,Reading Light",Daily,4.6
BUS0150,Sunrise Coaches,R005,Chennai,Erode,Sunrise Coaches Express,BharatBenz Sleeper,22:15,03:30,5h 15m,400,1080,Chengalpattu,Perundurai,45,11,"Luxury Seat,WiFi",Daily,4.3
BUS0151,Golden Route,R013,Chennai,Puducherry,Golden Route Express,Semi Sleeper,03:15,15:00,11h 45m,170,516,Guindy,New Bus Stand,45,36,"GPS,USB Charging",Weekdays,4.3
BUS0152,Blue Bird,R004,Chennai,Salem,Blue Bird Express,Semi Sleeper,11:30,16:30,5h 0m,345,966,Tambaram,Old Bus Stand,36,36,"AC,Blanket,Pillow",Weekends,4.5
BUS0153,City Link,R017,Madurai,Chennai,City Link Express,Semi Sleeper,15:30,20:45,5h 15m,460,1280,Periyar Bus Stand,Perungalathur,45,8,"AC,WiFi,Charging",Weekends,5.0
BUS0154,GreenLine Travels,R004,Chennai,Salem,GreenLine Travels Express,Luxury Sleeper,03:00,14:45,11h 45m,345,963,Perungalathur,Old Bus Stand,36,22,"AC,Blanket,Pillow",Daily,4.4
BUS0155,Smart Coach,R022,Nagercoil,Chennai,Smart Coach Express,Semi Sleeper,21:15,04:15,7h 0m,705,1804,Vadasery Bus Stand,Koyambedu,36,22,"WiFi,Charging,Water",Weekdays,4.9
BUS0156,Comfort Bus,R004,Chennai,Salem,Comfort Bus Express,BharatBenz Sleeper,04:00,16:15,12h 15m,345,1024,Vandalur,Old Bus Stand,40,15,"Charging,Reading Light",Weekends,4.7
BUS0157,GreenLine Travels,R014,Chennai,Hosur,GreenLine Travels Express,Luxury Sleeper,16:30,05:15,12h 45m,310,1071,Tambaram,Bus Stand,40,29,"GPS,USB Charging",Weekdays,4.8
BUS0158,Star Line,R002,Chennai,Coimbatore,Star Line Express,BharatBenz Sleeper,01:00,09:45,8h 45m,510,1262,Tambaram,Gandhipuram,40,21,"GPS,USB Charging",Weekdays,4.1
BUS0159,SkyBus,R020,Trichy,Chennai,SkyBus Express,AC Seater,01:45,11:45,10h 0m,330,1068,Central Bus Stand,Perungalathur,45,36,"Charging,Reading Light",Weekdays,4.6
BUS0160,City Link,R002,Chennai,Coimbatore,City Link Express,Non AC Sleeper,20:45,07:15,10h 30m,510,1494,Chengalpattu,Gandhipuram,45,32,"GPS,USB Charging",Weekends,4.9
BUS0161,Elite Travels,R002,Chennai,Coimbatore,Elite Travels Express,Volvo Multi Axle,13:15,20:45,7h 30m,510,1255,Perungalathur,Ukkadam,40,11,"WiFi,Charging,Water",Daily,3.9
BUS0162,Star Line,R007,Chennai,Tirunelveli,Star Line Express,Volvo Multi Axle,07:15,15:30,8h 15m,630,1721,Guindy,Junction,40,11,"Charging,Reading Light",Daily,4.7
BUS0163,Golden Route,R012,Chennai,Karaikudi,Golden Route Express,AC Seater,05:45,16:15,10h 30m,410,1248,Perungalathur,Bus Stand,40,13,"AC,Blanket,Pillow",Weekends,4.7
BUS0164,Royal Rider,R005,Chennai,Erode,Royal Rider Express,Semi Sleeper,23:15,07:00,7h 45m,400,1123,Perungalathur,Perundurai,40,35,"AC,WiFi,Charging",Weekends,4.2
BUS0165,Southern Express,R012,Chennai,Karaikudi,Southern Express Express,Luxury Sleeper,01:00,13:45,12h 45m,410,1180,Guindy,Bus Stand,45,30,"AC,WiFi,Charging",Weekends,4.5
BUS0166,Smart Coach,R015,Chennai,Bengaluru,Smart Coach Express,AC Seater,12:00,16:15,4h 15m,345,934,Chengalpattu,Electronic City,40,20,"AC,Blanket,Pillow",Daily,4.6
BUS0167,SkyBus,R015,Chennai,Bengaluru,SkyBus Express,AC Seater,09:45,14:30,4h 45m,345,1022,Tambaram,Majestic,36,21,"AC,WiFi,Charging",Weekends,4.2
BUS0168,Metro Connect,R023,Puducherry,Chennai,Metro Connect Express,Volvo Multi Axle,00:45,05:45,5h 0m,170,487,New Bus Stand,Tambaram,45,35,"Luxury Seat,WiFi",Weekdays,4.0
BUS0169,Royal Rider,R019,Salem,Chennai,Royal Rider Express,Non AC Sleeper,23:15,08:45,9h 30m,345,944,Old Bus Stand,Tambaram,40,9,"Charging,Reading Light",Weekdays,4.9
BUS0170,Comfort Bus,R008,Chennai,Nagercoil,Comfort Bus Express,Volvo Multi Axle,13:30,21:45,8h 15m,705,1739,Chengalpattu,Vadasery Bus Stand,40,31,"GPS,USB Charging",Weekends,4.4
BUS0171,Elite Travels,R021,Tirunelveli,Chennai,Elite Travels Express,Non AC Seater,09:30,17:30,8h 0m,630,1640,New Bus Stand,Tambaram,36,22,"Blanket,Pillow,Water",Weekends,4.3
BUS0172,Sunrise Coaches,R004,Chennai,Salem,Sunrise Coaches Express,AC Sleeper,11:30,15:45,4h 15m,345,906,Chengalpattu,New Bus Stand,45,29,"WiFi,Charging,Water",Weekends,4.1
BUS0173,Express King,R018,Coimbatore,Chennai,Express King Express,AC Seater,20:00,03:15,7h 15m,510,1253,Gandhipuram,Vandalur,36,29,"AC,Live Tracking",Weekends,3.9
BUS0174,SkyBus,R013,Chennai,Puducherry,SkyBus Express,AC Seater,22:00,10:15,12h 15m,170,477,Tambaram,New Bus Stand,36,17,"Luxury Seat,WiFi",Weekdays,4.7
BUS0175,Express King,R017,Madurai,Chennai,Express King Express,BharatBenz Sleeper,19:15,23:15,4h 0m,460,1123,Periyar Bus Stand,Guindy,45,24,"AC,Blanket,Pillow",Daily,3.9
BUS0176,Royal Rider,R005,Chennai,Erode,Royal Rider Express,BharatBenz Sleeper,08:00,20:45,12h 45m,400,1151,Koyambedu,Perundurai,45,13,"AC,Blanket,Pillow",Weekends,4.6
BUS0177,Victory Travels,R014,Chennai,Hosur,Victory Travels Express,Non AC Sleeper,04:45,07:45,3h 0m,310,810,Koyambedu,Bus Stand,40,6,"Blanket,Pillow,Water",Weekends,4.9
BUS0178,Metro Connect,R009,Chennai,Kanyakumari,Metro Connect Express,Non AC Sleeper,18:15,05:30,11h 15m,710,1847,Koyambedu,Bus Stand,40,6,"GPS,USB Charging",Daily,4.6
BUS0179,Comfort Bus,R018,Coimbatore,Chennai,Comfort Bus Express,Semi Sleeper,15:45,23:00,7h 15m,510,1322,Gandhipuram,Vandalur,40,29,"AC,Live Tracking",Weekdays,3.9
BUS0180,Victory Travels,R003,Chennai,Trichy,Victory Travels Express,BharatBenz Sleeper,11:30,15:30,4h 0m,330,951,Perungalathur,Chathiram Bus Stand,45,20,"Luxury Seat,WiFi",Weekends,4.5
BUS0181,Galaxy Bus,R007,Chennai,Tirunelveli,Galaxy Bus Express,Luxury Sleeper,08:30,12:30,4h 0m,630,1775,Guindy,New Bus Stand,36,33,"Blanket,Pillow,Water",Weekdays,3.8
BUS0182,Elite Travels,R012,Chennai,Karaikudi,Elite Travels Express,Non AC Sleeper,06:30,11:45,5h 15m,410,1009,Koyambedu,Bus Stand,40,25,"Blanket,Pillow,Water",Weekdays,4.1
BUS0183,Blue Bird,R003,Chennai,Trichy,Blue Bird Express,Luxury Sleeper,09:45,16:45,7h 0m,330,987,Tambaram,Chathiram Bus Stand,36,25,"Charging,Reading Light",Daily,4.4
BUS0184,Star Line,R023,Puducherry,Chennai,Star Line Express,Non AC Seater,17:00,23:15,6h 15m,170,505,New Bus Stand,Tambaram,40,16,"Blanket,Pillow,Water",Weekends,4.8
BUS0185,Happy Journey,R002,Chennai,Coimbatore,Happy Journey Express,Non AC Sleeper,06:00,13:45,7h 45m,510,1410,Vandalur,Ukkadam,45,11,"Luxury Seat,WiFi",Weekdays,4.9
BUS0186,Royal Rider,R022,Nagercoil,Chennai,Royal Rider Express,Volvo Multi Axle,23:15,08:30,9h 15m,705,1844,Vadasery Bus Stand,Koyambedu,40,3,"Blanket,Pillow,Water",Weekdays,3.9
BUS0187,Victory Travels,R002,Chennai,Coimbatore,Victory Travels Express,AC Seater,12:15,20:45,8h 30m,510,1237,Koyambedu,Singanallur,45,16,"GPS,USB Charging",Weekends,4.3
BUS0188,Elite Travels,R009,Chennai,Kanyakumari,Elite Travels Express,Luxury Sleeper,19:00,00:45,5h 45m,710,1774,Perungalathur,Bus Stand,40,34,"Blanket,Pillow,Water",Weekdays,4.8
BUS0189,SkyBus,R017,Madurai,Chennai,SkyBus Express,Volvo Multi Axle,03:30,11:45,8h 15m,460,1349,Periyar Bus Stand,Tambaram,40,18,"GPS,USB Charging",Weekends,4.1
BUS0190,Golden Route,R024,Bengaluru,Chennai,Golden Route Express,AC Sleeper,18:30,23:15,4h 45m,345,897,Electronic City,Guindy,40,18,"Charging,Reading Light",Daily,4.9
BUS0191,Prime Bus,R013,Chennai,Puducherry,Prime Bus Express,Volvo Multi Axle,03:45,09:30,5h 45m,170,516,Tambaram,New Bus Stand,36,12,"AC,WiFi,Charging",Daily,4.3
BUS0192,Elite Travels,R002,Chennai,Coimbatore,Elite Travels Express,AC Sleeper,17:45,05:00,11h 15m,510,1285,Guindy,Gandhipuram,45,10,"Charging,Reading Light",Weekdays,4.7
BUS0193,Elite Travels,R007,Chennai,Tirunelveli,Elite Travels Express,AC Seater,18:30,00:30,6h 0m,630,1524,Vandalur,Junction,45,31,"Luxury Seat,WiFi",Weekdays,4.5
BUS0194,Happy Journey,R007,Chennai,Tirunelveli,Happy Journey Express,Non AC Seater,12:45,19:30,6h 45m,630,1773,Guindy,New Bus Stand,45,34,"Blanket,Pillow,Water",Weekdays,4.2
BUS0195,Metro Connect,R002,Chennai,Coimbatore,Metro Connect Express,BharatBenz Sleeper,05:00,08:45,3h 45m,510,1505,Guindy,Singanallur,40,8,"AC,WiFi,Charging",Weekends,4.2
BUS0196,Express King,R010,Chennai,Thanjavur,Express King Express,Luxury Sleeper,11:30,21:30,10h 0m,350,1041,Tambaram,New Bus Stand,36,4,"WiFi,Charging,Water",Weekends,4.1
BUS0197,Fast Wheels,R022,Nagercoil,Chennai,Fast Wheels Express,AC Seater,22:30,04:00,5h 30m,705,1926,Vadasery Bus Stand,Vandalur,45,25,"WiFi,Charging,Water",Weekends,4.6
BUS0198,Golden Route,R014,Chennai,Hosur,Golden Route Express,Volvo Multi Axle,11:00,16:15,5h 15m,310,871,Chengalpattu,Bus Stand,40,21,"AC,Live Tracking",Daily,4.2
BUS0199,Golden Route,R014,Chennai,Hosur,Golden Route Express,Non AC Sleeper,13:00,19:00,6h 0m,310,975,Chengalpattu,Bus Stand,40,16,"Luxury Seat,WiFi",Daily,4.2
BUS0200,Star Line,R001,Chennai,Madurai,Star Line Express,AC Sleeper,09:30,17:00,7h 30m,460,1256,Tambaram,Anna Nagar,40,10,"Charging,Reading Light",Weekdays,4.3
BUS0201,Victory Travels,R019,Salem,Chennai,Victory Travels Express,Non AC Sleeper,05:00,17:15,12h 15m,345,1107,New Bus Stand,Guindy,36,18,"Luxury Seat,WiFi",Weekdays,4.6
BUS0202,Comfort Bus,R018,Coimbatore,Chennai,Comfort Bus Express,Non AC Sleeper,14:45,23:45,9h 0m,510,1226,Ukkadam,Tambaram,36,11,"AC,Live Tracking",Weekends,5.0
BUS0203,Express King,R008,Chennai,Nagercoil,Express King Express,Non AC Sleeper,07:45,17:15,9h 30m,705,1724,Vandalur,Vadasery Bus Stand,36,33,"GPS,USB Charging",Weekends,3.8
BUS0204,Victory Travels,R008,Chennai,Nagercoil,Victory Travels Express,Non AC Sleeper,00:00,08:30,8h 30m,705,1890,Koyambedu,Vadasery Bus Stand,40,28,"Luxury Seat,WiFi",Daily,4.9
BUS0205,Fast Wheels,R002,Chennai,Coimbatore,Fast Wheels Express,Volvo Multi Axle,20:00,07:30,11h 30m,510,1426,Perungalathur,Ukkadam,45,9,"AC,Live Tracking",Daily,4.9
BUS0206,Galaxy Bus,R012,Chennai,Karaikudi,Galaxy Bus Express,Non AC Sleeper,13:45,01:00,11h 15m,410,1235,Guindy,Bus Stand,45,2,"Charging,Reading Light",Weekdays,4.9
BUS0207,Victory Travels,R022,Nagercoil,Chennai,Victory Travels Express,AC Seater,13:45,22:15,8h 30m,705,1854,Vadasery Bus Stand,Perungalathur,40,32,"AC,Blanket,Pillow",Daily,4.4
BUS0208,Victory Travels,R006,Chennai,Tiruppur,Victory Travels Express,Non AC Sleeper,10:00,21:00,11h 0m,475,1342,Perungalathur,Avinashi,45,12,"Blanket,Pillow,Water",Daily,4.0
BUS0209,Galaxy Bus,R023,Puducherry,Chennai,Galaxy Bus Express,Non AC Sleeper,09:45,16:45,7h 0m,170,508,New Bus Stand,Guindy,40,25,"AC,WiFi,Charging",Weekends,4.0
BUS0210,City Link,R015,Chennai,Bengaluru,City Link Express,BharatBenz Sleeper,03:00,15:15,12h 15m,345,1039,Koyambedu,Kempegowda Bus Station,36,2,"AC,Live Tracking",Weekdays,4.3
BUS0211,City Link,R016,Chennai,Tirupati,City Link Express,Semi Sleeper,02:15,09:00,6h 45m,150,616,Chengalpattu,Central Bus Stand,40,36,"AC,Blanket,Pillow",Daily,4.4
BUS0212,Royal Rider,R021,Tirunelveli,Chennai,Royal Rider Express,AC Sleeper,12:30,17:30,5h 0m,630,1774,New Bus Stand,Perungalathur,45,1,"Luxury Seat,WiFi",Daily,4.1
BUS0213,Golden Route,R005,Chennai,Erode,Golden Route Express,Volvo Multi Axle,23:15,11:15,12h 0m,400,1042,Tambaram,Perundurai,45,21,"AC,WiFi,Charging",Weekends,4.6
BUS0214,Happy Journey,R020,Trichy,Chennai,Happy Journey Express,Semi Sleeper,13:45,22:15,8h 30m,330,944,Chathiram Bus Stand,Vandalur,40,31,"AC,WiFi,Charging",Daily,4.5
BUS0215,GreenLine Travels,R016,Chennai,Tirupati,GreenLine Travels Express,BharatBenz Sleeper,09:00,17:30,8h 30m,150,563,Guindy,Central Bus Stand,40,7,"Blanket,Pillow,Water",Weekdays,4.9
BUS0216,Comfort Bus,R020,Trichy,Chennai,Comfort Bus Express,Volvo Multi Axle,16:45,05:15,12h 30m,330,988,Chathiram Bus Stand,Perungalathur,40,28,"AC,Live Tracking",Weekdays,4.4
BUS0217,Star Line,R021,Tirunelveli,Chennai,Star Line Express,Luxury Sleeper,09:45,15:15,5h 30m,630,1662,New Bus Stand,Perungalathur,36,25,"WiFi,Charging,Water",Daily,4.9
BUS0218,Smart Coach,R010,Chennai,Thanjavur,Smart Coach Express,Luxury Sleeper,05:30,11:00,5h 30m,350,994,Vandalur,New Bus Stand,36,36,"WiFi,Charging,Water",Weekends,4.9
BUS0219,Rainbow Coaches,R017,Madurai,Chennai,Rainbow Coaches Express,Non AC Seater,13:00,01:30,12h 30m,460,1349,Periyar Bus Stand,Guindy,36,6,"AC,Live Tracking",Daily,4.3
BUS0220,City Link,R016,Chennai,Tirupati,City Link Express,AC Sleeper,06:00,15:00,9h 0m,150,438,Koyambedu,Central Bus Stand,40,32,"AC,Live Tracking",Weekdays,4.4
BUS0221,Smart Coach,R007,Chennai,Tirunelveli,Smart Coach Express,Semi Sleeper,07:30,11:45,4h 15m,630,1765,Guindy,Junction,40,29,"WiFi,Charging,Water",Daily,3.9
BUS0222,Prime Bus,R014,Chennai,Hosur,Prime Bus Express,Semi Sleeper,04:00,13:45,9h 45m,310,825,Chengalpattu,Bus Stand,40,4,"AC,Live Tracking",Weekends,4.1
BUS0223,Smart Coach,R014,Chennai,Hosur,Smart Coach Express,Luxury Sleeper,13:30,00:15,10h 45m,310,923,Vandalur,Bus Stand,40,29,"Charging,Reading Light",Daily,4.5
BUS0224,Golden Route,R012,Chennai,Karaikudi,Golden Route Express,Semi Sleeper,03:30,16:00,12h 30m,410,1205,Perungalathur,Bus Stand,36,32,"WiFi,Charging,Water",Weekends,4.1
BUS0225,Sunrise Coaches,R004,Chennai,Salem,Sunrise Coaches Express,BharatBenz Sleeper,00:45,09:30,8h 45m,345,1044,Guindy,New Bus Stand,45,19,"Luxury Seat,WiFi",Weekends,4.9
BUS0226,Golden Route,R019,Salem,Chennai,Golden Route Express,Luxury Sleeper,18:45,07:00,12h 15m,345,1138,Old Bus Stand,Tambaram,40,7,"AC,WiFi,Charging",Weekends,4.7
BUS0227,Metro Connect,R014,Chennai,Hosur,Metro Connect Express,Volvo Multi Axle,19:30,03:30,8h 0m,310,934,Vandalur,Bus Stand,45,22,"AC,Blanket,Pillow",Weekends,4.3
BUS0228,Smart Coach,R016,Chennai,Tirupati,Smart Coach Express,AC Seater,20:45,08:00,11h 15m,150,518,Tambaram,Central Bus Stand,36,3,"Charging,Reading Light",Weekdays,3.9
BUS0229,Fast Wheels,R004,Chennai,Salem,Fast Wheels Express,AC Seater,18:00,03:30,9h 30m,345,911,Perungalathur,New Bus Stand,45,13,"AC,WiFi,Charging",Weekends,4.1
BUS0230,GreenLine Travels,R011,Chennai,Dindigul,GreenLine Travels Express,AC Seater,21:45,06:45,9h 0m,420,1314,Perungalathur,Bus Stand,36,14,"Luxury Seat,WiFi",Daily,4.3
BUS0231,Blue Bird,R003,Chennai,Trichy,Blue Bird Express,AC Sleeper,01:00,09:45,8h 45m,330,1099,Vandalur,Chathiram Bus Stand,36,22,"GPS,USB Charging",Weekdays,4.5
BUS0232,Prime Bus,R023,Puducherry,Chennai,Prime Bus Express,Semi Sleeper,07:00,15:00,8h 0m,170,697,New Bus Stand,Perungalathur,36,32,"AC,Live Tracking",Daily,4.5
BUS0233,Smart Coach,R016,Chennai,Tirupati,Smart Coach Express,Luxury Sleeper,07:45,19:45,12h 0m,150,495,Vandalur,Central Bus Stand,36,2,"AC,WiFi,Charging",Daily,4.8
BUS0234,Galaxy Bus,R009,Chennai,Kanyakumari,Galaxy Bus Express,BharatBenz Sleeper,10:00,15:30,5h 30m,710,1907,Chengalpattu,Bus Stand,40,25,"Blanket,Pillow,Water",Daily,4.3
BUS0235,Happy Journey,R004,Chennai,Salem,Happy Journey Express,Non AC Sleeper,19:30,05:00,9h 30m,345,1066,Chengalpattu,Old Bus Stand,45,12,"Luxury Seat,WiFi",Weekdays,3.9
BUS0236,Elite Travels,R017,Madurai,Chennai,Elite Travels Express,Semi Sleeper,00:30,06:00,5h 30m,460,1267,Periyar Bus Stand,Koyambedu,36,13,"Blanket,Pillow,Water",Weekdays,4.6
BUS0237,Prime Bus,R011,Chennai,Dindigul,Prime Bus Express,Luxury Sleeper,02:15,06:15,4h 0m,420,1107,Vandalur,Bus Stand,36,30,"AC,WiFi,Charging",Weekdays,4.4
BUS0238,SkyBus,R024,Bengaluru,Chennai,SkyBus Express,AC Seater,16:15,19:15,3h 0m,345,867,Majestic,Koyambedu,40,31,"Charging,Reading Light",Daily,4.1
BUS0239,Comfort Bus,R002,Chennai,Coimbatore,Comfort Bus Express,Luxury Sleeper,23:15,10:30,11h 15m,510,1500,Tambaram,Gandhipuram,45,9,"GPS,USB Charging",Weekends,4.8
BUS0240,Smart Coach,R006,Chennai,Tiruppur,Smart Coach Express,Non AC Seater,16:30,03:15,10h 45m,475,1347,Vandalur,Avinashi,40,30,"GPS,USB Charging",Weekdays,5.0
BUS0241,Galaxy Bus,R003,Chennai,Trichy,Galaxy Bus Express,Non AC Sleeper,01:00,08:30,7h 30m,330,1095,Vandalur,Central Bus Stand,40,11,"Blanket,Pillow,Water",Weekends,5.0
BUS0242,City Link,R004,Chennai,Salem,City Link Express,Non AC Seater,19:15,05:45,10h 30m,345,876,Perungalathur,New Bus Stand,36,6,"AC,Blanket,Pillow",Weekends,4.9
BUS0243,Express King,R006,Chennai,Tiruppur,Express King Express,Non AC Sleeper,01:00,09:00,8h 0m,475,1206,Vandalur,New Bus Stand,36,8,"AC,Blanket,Pillow",Daily,4.7
BUS0244,GreenLine Travels,R013,Chennai,Puducherry,GreenLine Travels Express,Luxury Sleeper,11:30,19:45,8h 15m,170,642,Chengalpattu,New Bus Stand,36,35,"AC,WiFi,Charging",Weekends,4.9
BUS0245,Sunrise Coaches,R007,Chennai,Tirunelveli,Sunrise Coaches Express,Non AC Seater,03:15,09:30,6h 15m,630,1728,Perungalathur,Junction,45,26,"Luxury Seat,WiFi",Daily,5.0
BUS0246,Victory Travels,R015,Chennai,Bengaluru,Victory Travels Express,Volvo Multi Axle,01:00,10:00,9h 0m,345,943,Perungalathur,Kempegowda Bus Station,36,7,"WiFi,Charging,Water",Weekdays,4.6
BUS0247,Happy Journey,R010,Chennai,Thanjavur,Happy Journey Express,BharatBenz Sleeper,14:15,22:30,8h 15m,350,978,Koyambedu,New Bus Stand,40,16,"GPS,USB Charging",Weekdays,4.0
BUS0248,SkyBus,R002,Chennai,Coimbatore,SkyBus Express,Non AC Seater,16:45,23:00,6h 15m,510,1499,Koyambedu,Ukkadam,40,36,"Charging,Reading Light",Daily,5.0
BUS0249,SkyBus,R019,Salem,Chennai,SkyBus Express,Luxury Sleeper,01:45,10:15,8h 30m,345,911,Old Bus Stand,Vandalur,36,15,"Luxury Seat,WiFi",Daily,4.8
BUS0250,Star Line,R022,Nagercoil,Chennai,Star Line Express,BharatBenz Sleeper,15:30,02:15,10h 45m,705,1733,Vadasery Bus Stand,Tambaram,40,23,"Luxury Seat,WiFi",Weekdays,4.3
BUS0251,Royal Rider,R008,Chennai,Nagercoil,Royal Rider Express,AC Sleeper,12:00,23:00,11h 0m,705,1901,Chengalpattu,Vadasery Bus Stand,40,34,"GPS,USB Charging",Weekdays,5.0
BUS0252,Victory Travels,R005,Chennai,Erode,Victory Travels Express,Volvo Multi Axle,13:15,20:00,6h 45m,400,1029,Tambaram,Perundurai,45,13,"AC,Blanket,Pillow",Daily,4.8
BUS0253,Happy Journey,R016,Chennai,Tirupati,Happy Journey Express,Semi Sleeper,16:45,20:30,3h 45m,150,432,Chengalpattu,Central Bus Stand,36,13,"AC,WiFi,Charging",Daily,4.5
BUS0254,Golden Route,R017,Madurai,Chennai,Golden Route Express,Luxury Sleeper,21:30,09:15,11h 45m,460,1325,Periyar Bus Stand,Perungalathur,40,1,"Luxury Seat,WiFi",Weekends,4.4
BUS0255,Express King,R009,Chennai,Kanyakumari,Express King Express,BharatBenz Sleeper,16:30,23:45,7h 15m,710,1684,Guindy,Bus Stand,40,1,"GPS,USB Charging",Weekends,3.8
BUS0256,Smart Coach,R006,Chennai,Tiruppur,Smart Coach Express,Non AC Seater,07:00,16:00,9h 0m,475,1190,Chengalpattu,New Bus Stand,45,35,"AC,Live Tracking",Weekdays,4.2
BUS0257,Star Line,R002,Chennai,Coimbatore,Star Line Express,Non AC Sleeper,02:00,10:00,8h 0m,510,1462,Tambaram,Ukkadam,45,31,"AC,Live Tracking",Daily,4.5
BUS0258,Metro Connect,R008,Chennai,Nagercoil,Metro Connect Express,Non AC Seater,04:45,11:45,7h 0m,705,1923,Chengalpattu,Vadasery Bus Stand,36,32,"GPS,USB Charging",Weekends,4.4
BUS0259,Blue Bird,R005,Chennai,Erode,Blue Bird Express,AC Seater,11:15,17:30,6h 15m,400,1243,Koyambedu,Central Bus Stand,36,7,"AC,Blanket,Pillow",Weekdays,4.1
BUS0260,Sunrise Coaches,R014,Chennai,Hosur,Sunrise Coaches Express,Semi Sleeper,03:30,10:30,7h 0m,310,867,Vandalur,Bus Stand,40,11,"Luxury Seat,WiFi",Weekdays,4.5
BUS0261,Fast Wheels,R008,Chennai,Nagercoil,Fast Wheels Express,AC Seater,23:00,08:00,9h 0m,705,1688,Guindy,Vadasery Bus Stand,45,36,"Blanket,Pillow,Water",Weekdays,4.3
BUS0262,GreenLine Travels,R017,Madurai,Chennai,GreenLine Travels Express,Luxury Sleeper,16:15,04:45,12h 30m,460,1279,Periyar Bus Stand,Koyambedu,36,24,"AC,Blanket,Pillow",Weekends,4.6
BUS0263,Sunrise Coaches,R018,Coimbatore,Chennai,Sunrise Coaches Express,Semi Sleeper,22:00,03:30,5h 30m,510,1502,Ukkadam,Koyambedu,40,32,"Blanket,Pillow,Water",Weekends,4.9
